email,name,designation,category,tags,case,source,mobile,reject_reason
aafeatures@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
aakriti.sawhney@hindustantimes.com,HT City,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
aarti.k.singh@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
aashmita.nayar@huffingtonpost.in,The Huffington Post,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
abhilasha.ojha@bsmail.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
abhinn@exchange4media.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
abhirr.vp@network18online.com,CNN IBN,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
abhishek.raghunath@network18online.com,Forbes India,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
abhishek3.kumar@nw18.com,9,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
abid.hasan@exchange4media.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
achevalwala@ogaan.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
admin@newsvision.in,newsvision.in,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
adrian.nextgen@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
afternoonnews@gmail.com,Afternoon Dispatch,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
agaitonde@ogaan.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
akhanna@ogaan.co.in,Ananda Khanna,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
akshat.saxena@condenast.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
alisha.coelho@mid-day.com,,,Press,mid-day|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
alka.k@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
alok.joshi@network18online.com,CNBC Awaaz,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
aloka.chakraborty@bsmail.com,BS Strategist,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
amanpreet.singh@pti.in,AMANPREET SINGH,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
ameesha@lofficiel-india.com,Ameesha,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
ameesha@lofficielindia.com,Ameesha Lathia,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
amit.kumarsingh@nw18.com,10,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
amit.sharma@netscribes.com,Times Journal of Construction & Design,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
anamika.butalia@intoday.com,Anamika Butalia (Mumbai),,Press,mumbai-press|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
anamika.nandy@utvnet.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
anant.rangaswami@network18online.com,Firstpost,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
anarayan8@bloomberg.net,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
andrea@magnamags.com,Andrea Costabir,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
anil.das@newswire18.com,News Wires18,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
anil.rai@f7broadcast.com,1,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
anil@indiainfoline.com,indiainfoline.com,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
animesh.das@network18online.com,CNBC TV18,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
anindita.ghosh@condenast.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
anirban.s@livemint.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
anisha@beautyindia.in,Beauty & Style,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
anita.chhibber@delhipress.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ankita.rai@bsmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
ankita.rai@bsmail.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ankur.gaurav@exchange4media.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ankush@gladrags.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
anna.vetticad@aajtak.com,Headlines Today,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
anshuman.iis@gmail.com,2,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
antaraghosal@mydigitalfc.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
antonita.madonna@bsmail.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
anuj.mishra@aajtak.com,11,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
anuj.s@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
anuja@constructionworld.in,Construction World,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
anujandyou@rediffmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
anupama.c@livemint.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
anusha.soni@bsmail.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
anushree.bhattacharyya@vccircle.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
aparna.g@livemint.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
apoorva.singh@condenast.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
aradhanabaruah@condenast.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
archana.jahagirdar@bsmail.in,Business Standard,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
archana.walavalkar@condenast.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
arun.george@network18online.com,Firstpost,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
arun.j@livemint.com,Mint,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
arundhati.r@livemint.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
arunoday.mukharji@network18online.com,5,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
ashwini.gangal@afaqs.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ashwini.shrivastava@pti.in,ASHWINI KUMAR SHRIVASTAVA,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
assignment.-mukundshahi@gmail.com,ETV,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
atir.khan@aajtak.com,3,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
avinder.batra@timesinternet.in,www.etretail.com,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
ayan.pramanik@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ayesha.aleem@intoday.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ayeshak@starnews.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
babujayakumar@newindianexpress.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
balu@medianama.com,Medianama,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
bhanutejn@the-week.com,Week,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
bharat@dbcorp.in,BHARAT AGRAWAL,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
bhardwaj_meera@yahoo.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
bhaskar.hegde@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
bhavna@iamwire.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
bindu.menon@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
biprorshee.das@afaqs.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
bsarun@deccanherald.co.in,Deccan Herald,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
business@uniindia.com,UNI,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ccouto@ogaan.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
chandni@verveonline.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
charum@buzzintown.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
communication@aniin.com,ANI,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
connect@lighthouseinsights.in,Lighthouseinsights.in,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
connectshail@gmail.com,S. M. KUMAR,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
contact@fashionlady.in,12,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
contact@sarkarihelpline.com,Mail,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
content@casaviva.in,3,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
contentwriterwvm@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
coo@youthincmag.com,Youth Incorporated,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
csehgal@ogaan.co.in,Elle Décor,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
d.newsroom@reuters.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
deeba@imagesfashion.com,M Magazine,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
deepae4m@gmail.com,Exchange4media,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
deepak.ajwani@network18online.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
deepak.bisht@nw18.com,7,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
deepika.ahire@businessindiagroup.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
deepikanandal@newwomanindia.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
deepti.chaudhary@network18online.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
deeptijhakhar@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
delpress@vsnl.com,Griha Shobha,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
delshan.irani@timesgroup.com,,,Press,press|times-of-india,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
denzil.oconell@aajtak.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
dev.kotak@aajtak.com,Dev Kotak,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
devesh.gupta@afaqs.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
devika.weddingaffair@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
devina.joshi@bsmail.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
dhanya.thoppil@dowjones.com,WSJ,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
dhara.vora@mid-day.com,,,Press,mid-day|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
digitalintern@condenast.in,Nidhi,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
digvijay.singh@zeenetwork.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
dipankar.kumar@pti.in,KUMAR DIPANKAR,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
dipti@yourstory.com,Yourstory.com,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
distribution@ftv.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,hard_bounce_other
dolly.m@indiainfoline.com,Indiainfoline,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
drajdogra@in.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,host_not_reachable
editor.panchjanya@gmail.com,HITESH SHANKAR,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
editor@beautyindia.in,Priyanka Bhattacharya,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
editor@estateavenues.com,Estate Avenues,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
editor@insideoutside.in,1,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
editor@navshakti.co.in,Navshakti,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
editorial@indianretailer.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
editorial@lacenlingerie.com,Lace N Lingerie,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
editorial@traveltrendstoday.in,T3,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
editorigrow@gmail.com,Igrowcommunity,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
editorsu@deccanherald.co.in,Sudha Magazine,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ekta.rajani@intoday.com,Ekta Rajani,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
elizabeth.k@livemint.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
elizabeth@business-standard.com,Sunday Business Standard,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ellebeauty@ogaan.co.in,Kadambari Lakhani,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
email-parvezality24@gmail.com,TV,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
emailnowdesk@gmail.com,TIMES,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ericabillion@gmail.com,Perfect Women,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
fashioncurry@gmail.com,Fashioncurry.com,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
featuresdelhi@mid-day.com,Mid Day,,Press,mid-day|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
gargy.nwmag@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
gaurav.choudhury@hindustantimes.com,Hindustan Times,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
gd.singh@homefashionindia.net,7,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
geeta.rao@condenast.in,Geeta Rao,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
georgythomas@deccanherald.co.in,Deccan Herald,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
gitanjali.theneptune@gmail.com,Neptune Glitz,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
gitika.r@livemint.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
gladrags@vsnl.com,Odette,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
gokul@haymarket.co.in,Campaign India,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
gorzeousmag@gmail.com,Gorgeous Looks,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
gouri.s@livemint.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
goutam.das@intoday.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
govardhand@mydigitalfc.com,Financial Chronicle,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
gqfashion@condenast.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
gregoryfrancis92@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
guneet@emmindia.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
gunjan@aajtak.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
gunjeet.sra@intoday.com,India Today Woman,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
gupmisra@hotmail.com,GOPAL MISRA,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
guptaneharika@gmai.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
hardika.spenta@gmail.com,Hardika  Panchal,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
heena.kalra@network18online.com,IBN 7,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
henna@exchange4media.com,Impact,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
hennarakheja@deccanherald.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
hetal.adesera@gmail.com,Businessofcinema.com,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
hiblitz@gmail.com,Parizat,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
himani.chandna@hindustantimes.com,,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ht.cafe@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
htweekend@hindustantimes.com,HT Weekend,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
idivaeditor@gmail.com,iDiva,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
imagesbof@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
imran.qureshi@aajtak.com,Aaj Tak,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
indianretailer.shipra@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
indra@nda.jagran.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
info@fashion-bombay.com,13,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
info@ndtvgoodtimes.com,NDTV Good Times,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
info@surfaces.in,Surface Reporter,,Press,press|reporter,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
info@tanvii.com,3,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
info@thisweekbangalore.com,ThisWeekBangalore.com,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
insidetrac@gmail.com,Home Review,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
interiors@magnamags.com,6,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
iram.mirza@network18online.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
irmeshawasthi@gmail.com,RAMESH AWASTHI,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ishita.yadav@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
itika.sharma@newswire18.com,NewsWire 18,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
jack@thehindu.co.in,Hindu,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
james.swift@haymarket.com,Campaign UK & Brand Republic,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
janees.reghelini@itp.com,Retail Today,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
janhavi.samant@y.mid-day.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
jasmeen.dugal@condenast.in,Jasmeen Duggal,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
jaya@vjmediaworks.com,Point Of Purchase,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
jayanthaurora@imagesgroup.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
jescilia.karavamparambil@indiantelevision.co.in,Indiantelivision,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
jhelum.biswas@intoday.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
judhajit.basu@fortuneindia.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,hard_bounce_other
k.desai@nextgenpublishing.net,Ideal Homes & Gardens,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
k.kamat@bsmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
kalpita.parkar@network18online.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
kalyan.kar@bestmediainfo.com,Bestmediainfo.com,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
kamakshi.ayyar@web18.in,Firstbiz.com,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
kanyakafortunately@gmail.com,Kanyaka,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
karishma.sen@ubm.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
karishma@luxuryfacts.com,Luxuryfacts.com,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
karishma@outlookindia.com,Karishma makhija,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
karthik.subbaraman@timesgroup.com,The Economic Times,,Press,press|times-of-india,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
kasmin.fernandes@timesgroup.com,TOI Life,,Press,press|times-of-india,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
kaveree.bamzai@intoday.com,India Today Woman,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
kavitha.shanmugam@abp.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
kayareporter@gmail.com,Kayalifestyle.com,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
kbasith@ogaan.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
kesiadsouza7@gmail.com,Society Interiors,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
kgiriprakash@thehindu.co.in,The Hindu Business Line,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
kgokhale@bloomberg.net,Bloomberg,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
